    # BBN prediction of the primordial abundances (He-4 and Deuterium) as a function of
    # 1)the baryon density $\Omega_b h^2$ and
    # 2)the number of extra relativistic degrees of freedom $\Delta N$
    #
    # $\Delta N=0$ is the number of extra relativistic species (which mimic decoupled neutrinos).
    # If $\Delta N=0$, then $N_{eff} = 3.0440$ because of QED effects and Incomplete Neutrino decoupling (arXiv:2008.01074).
    #
    # Computation performed with PRIMAT (Python port by Cyril Pitrou 2018-2026)
    # Details on arXiv:1801.08023 and update arXiv:2011.11320
    # Last update 2026 (notably including the LUNA rate for the d(p,g)He3 reaction)
    #
    # Neutron Decay rate $\tau_n$ is 878.4s (+-0.5s), following Particle Data Group 2026
    # CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
    #
    # He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
    # He4 is also provided as $Y_P = Y_{He4} * m_{He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$
    # where $m_{He4}=4.0026032541$ and $m_H1=1.00782503223$ are atomic masses.
    #
    # Deuterium is given as the ratio of its number density to the H1 number density and noted $D/H$.
    #
    # eta10 is $10^{10} eta_0$ where $eta_0$ is the density ratio between baryons and photons AT THE END OF BBN.
    # Hence eta10 ignores the extra production of He4 by stars after BBN. Whenever possible, working with $\Omega_b h^2$ is better.
    #
    # Errors are computed with a Monte-Carlo method on 100 samples, varying nuclear rates and tau_n.
    # See PRIMAT paper (2018) for details.
    #
    # Ombh2       eta10       DeltaN          Yp              Yp^BBN          sig(Yp^BBN)     D/H             sig(D/H)
  0.020200    5.52972     -3.000000       0.192785        0.193899        0.0001095638    1.715922e-05    2.146729e-07
  0.020400    5.58447     -3.000000       0.192878        0.193993        0.0001095337    1.687114e-05    2.127747e-07
  0.020600    5.63922     -3.000000       0.192972        0.194087        0.0001094759    1.658989e-05    2.109168e-07
  0.020800    5.69397     -3.000000       0.193064        0.194179        0.0001094468    1.631509e-05    2.091018e-07
  0.021000    5.74872     -3.000000       0.193154        0.194270        0.0001094363    1.60466e-05     2.073225e-07
  0.021200    5.80347     -3.000000       0.193244        0.194361        0.0001094682    1.578425e-05    2.055702e-07
  0.021400    5.85822     -3.000000       0.193334        0.194450        0.0001094556    1.552785e-05    2.038547e-07
  0.021600    5.91297     -3.000000       0.193422        0.194539        0.0001094481    1.527716e-05    2.02173e-07
  0.021800    5.96772     -3.000000       0.193509        0.194626        0.0001093862    1.5032e-05      2.005184e-07
  0.022000    6.02246     -3.000000       0.193595        0.194712        0.0001094124    1.479219e-05    1.988931e-07
  0.022200    6.07721     -3.000000       0.193681        0.194799        0.0001093384    1.455768e-05    1.973035e-07
  0.022400    6.13196     -3.000000       0.193765        0.194883        0.0001093311    1.432819e-05    1.957379e-07
  0.022600    6.18671     -3.000000       0.193849        0.194968        0.0001093277    1.410356e-05    1.941946e-07
  0.022800    6.24146     -3.000000       0.193932        0.195051        0.0001093226    1.388376e-05    1.926765e-07
  0.023000    6.29621     -3.000000       0.194014        0.195134        0.0001093283    1.366857e-05    1.911896e-07
  0.023200    6.35096     -3.000000       0.194095        0.195215        0.0001093364    1.345786e-05    1.897234e-07
  0.023400    6.40571     -3.000000       0.194176        0.195297        0.0001093363    1.325154e-05    1.882836e-07
  0.023600    6.46046     -3.000000       0.194256        0.195377        0.0001093454    1.304947e-05    1.868628e-07
  0.023800    6.51521     -3.000000       0.194335        0.195456        0.0001094022    1.285148e-05    1.854658e-07
  0.024000    6.56996     -3.000000       0.194414        0.195535        0.0001093559    1.265753e-05    1.840879e-07
  0.025000    6.84371     -3.000000       0.194795        0.195918        0.0001092866    1.174401e-05    1.775031e-07
  0.026000    7.11746     -3.000000       0.195160        0.196285        0.0001092055    1.091563e-05    1.713613e-07
  0.027000    7.39121     -3.000000       0.195511        0.196637        0.0001091307    1.016182e-05    1.655969e-07
  0.028000    7.66496     -3.000000       0.195847        0.196974        0.0001090918    9.473822e-06    1.601615e-07
  0.029000    7.9387      -3.000000       0.196171        0.197300        0.0001090909    8.84413e-06     1.550145e-07
  0.030000    8.21245     -3.000000       0.196482        0.197613        0.0001089954    8.26628e-06     1.501224e-07
  0.031000    8.4862      -3.000000       0.196784        0.197915        0.0001090165    7.734904e-06    1.454524e-07
  0.032000    8.75995     -3.000000       0.197074        0.198207        0.0001088991    7.244999e-06    1.4099e-07
  0.033000    9.0337      -3.000000       0.197355        0.198489        0.0001088945    6.792605e-06    1.367035e-07
  0.034000    9.30745     -3.000000       0.197627        0.198762        0.0001089744    6.374e-06       1.325839e-07
  0.035000    9.58119     -3.000000       0.197891        0.199027        0.0001088105    5.986047e-06    1.286132e-07
  0.036000    9.85494     -3.000000       0.198147        0.199284        0.0001088151    5.625886e-06    1.247775e-07
  0.037000    10.1287     -3.000000       0.198395        0.199533        0.0001087664    5.29109e-06     1.210678e-07
  0.038000    10.4024     -3.000000       0.198636        0.199776        0.0001088934    4.979423e-06    1.174797e-07
  0.039000    10.6762     -3.000000       0.198872        0.200012        0.0001087894    4.68898e-06     1.14e-07
  0.040000    10.9499     -3.000000       0.199100        0.200242        0.0001086706    4.417892e-06    1.10622e-07
  0.005000    1.36874     -2.500000       0.187490        0.188581        0.0001163217    0.0001740368    1.237069e-06
  0.006000    1.64249     -2.500000       0.190134        0.191236        0.0001146481    0.0001303284    9.504993e-07
  0.007000    1.91624     -2.500000       0.192175        0.193286        0.0001136958    0.0001022581    7.657871e-07
  0.008000    2.18999     -2.500000       0.193831        0.194950        0.0001131858    8.300067e-05    6.392312e-07
  0.009000    2.46374     -2.500000       0.195220        0.196345        0.0001127562    6.910875e-05    5.483545e-07
  0.010000    2.73748     -2.500000       0.196415        0.197545        0.0001124577    5.868658e-05    4.80527e-07
  0.011000    3.01123     -2.500000       0.197464        0.198598        0.000112255     5.061827e-05    4.283372e-07
  0.012000    3.28498     -2.500000       0.198398        0.199536        0.0001120276    4.421154e-05    3.871699e-07
  0.013000    3.55873     -2.500000       0.199238        0.200381        0.0001118574    3.901556e-05    3.539667e-07
  0.014000    3.83248     -2.500000       0.200004        0.201149        0.0001117262    3.472652e-05    3.266984e-07
  0.015000    4.10623     -2.500000       0.200705        0.201854        0.0001116171    3.113285e-05    3.039383e-07
  0.016000    4.37997     -2.500000       0.201354        0.202505        0.0001115036    2.808302e-05    2.846503e-07
  0.017000    4.65372     -2.500000       0.201956        0.203110        0.0001114166    2.546605e-05    2.680975e-07
  0.018000    4.92747     -2.500000       0.202518        0.203674        0.0001113851    2.319877e-05    2.537272e-07
  0.019000    5.20122     -2.500000       0.203045        0.204203        0.0001112578    2.1218e-05      2.411107e-07
  0.020000    5.47497     -2.500000       0.203541        0.204702        0.0001111797    1.947452e-05    2.299231e-07
  0.020200    5.52972     -2.500000       0.203638        0.204799        0.0001111611    1.915082e-05    2.278294e-07
  0.020400    5.58447     -2.500000       0.203732        0.204894        0.0001111549    1.883472e-05    2.257855e-07
  0.020600    5.63922     -2.500000       0.203826        0.204988        0.0001110977    1.852609e-05    2.23787e-07
  0.020800    5.69397     -2.500000       0.203918        0.205081        0.0001111659    1.822458e-05    2.21825e-07
  0.021000    5.74872     -2.500000       0.204010        0.205173        0.0001110671    1.792999e-05    2.199058e-07
  0.021200    5.80347     -2.500000       0.204101        0.205264        0.0001111176    1.764214e-05    2.180283e-07
  0.021400    5.85822     -2.500000       0.204191        0.205354        0.0001110383    1.736073e-05    2.161847e-07
  0.021600    5.91297     -2.500000       0.204279        0.205443        0.0001111743    1.70857e-05     2.143735e-07
  0.021800    5.96772     -2.500000       0.204368        0.205532        0.0001111454    1.681675e-05    2.12597e-07
  0.022000    6.02246     -2.500000       0.204455        0.205619        0.0001111076    1.655365e-05    2.108643e-07
  0.022200    6.07721     -2.500000       0.204541        0.205706        0.000111039     1.629628e-05    2.091614e-07
  0.022400    6.13196     -2.500000       0.204626        0.205792        0.0001110152    1.604449e-05    2.074837e-07
  0.022600    6.18671     -2.500000       0.204711        0.205877        0.0001109618    1.579809e-05    2.058432e-07
  0.022800    6.24146     -2.500000       0.204795        0.205961        0.0001110109    1.555689e-05    2.042265e-07
  0.023000    6.29621     -2.500000       0.204877        0.206044        0.0001109894    1.532078e-05    2.026353e-07
  0.023200    6.35096     -2.500000       0.204959        0.206126        0.0001110068    1.508951e-05    2.010754e-07
  0.023400    6.40571     -2.500000       0.205040        0.206207        0.0001108745    1.486313e-05    1.995442e-07
  0.023600    6.46046     -2.500000       0.205121        0.206288        0.0001109132    1.464135e-05    1.980376e-07
  0.023800    6.51521     -2.500000       0.205201        0.206368        0.0001110038    1.442408e-05    1.965569e-07
  0.024000    6.56996     -2.500000       0.205279        0.206447        0.0001109173    1.421119e-05    1.950924e-07
  0.025000    6.84371     -2.500000       0.205664        0.206833        0.000110879     1.320837e-05    1.881366e-07
  0.026000    7.11746     -2.500000       0.206031        0.207202        0.0001108141    1.229857e-05    1.816688e-07
  0.027000    7.39121     -2.500000       0.206384        0.207556        0.0001108116    1.147033e-05    1.756359e-07
  0.028000    7.66496     -2.500000       0.206722        0.207896        0.0001107081    1.071393e-05    1.699707e-07
  0.029000    7.9387      -2.500000       0.207047        0.208223        0.000110578     1.002111e-05    1.64628e-07
  0.030000    8.21245     -2.500000       0.207361        0.208537        0.0001106917    9.384914e-06    1.595684e-07
  0.031000    8.4862      -2.500000       0.207663        0.208841        0.0001105703    8.799245e-06    1.547554e-07
  0.032000    8.75995     -2.500000       0.207955        0.209134        0.000110586     8.258874e-06    1.501673e-07
  0.033000    9.0337      -2.500000       0.208237        0.209418        0.0001104336    7.759304e-06    1.457781e-07
  0.034000    9.30745     -2.500000       0.208510        0.209692        0.000110448     7.296599e-06    1.415655e-07
  0.035000    9.58119     -2.500000       0.208776        0.209958        0.0001102745    6.867243e-06    1.37518e-07
  0.036000    9.85494     -2.500000       0.209032        0.210215        0.0001103145    6.468189e-06    1.336138e-07
  0.037000    10.1287     -2.500000       0.209281        0.210466        0.0001102915    6.096731e-06    1.298474e-07
  0.038000    10.4024     -2.500000       0.209523        0.210709        0.0001102359    5.750473e-06    1.262041e-07
  0.039000    10.6762     -2.500000       0.209759        0.210946        0.0001102256    5.427331e-06    1.226757e-07
  0.040000    10.9499     -2.500000       0.209988        0.211176        0.0001102342    5.125324e-06    1.192534e-07
  0.005000    1.36874     -2.000000       0.196894        0.198026        0.0001186146    0.0001928218    1.36334e-06
  0.006000    1.64249     -2.000000       0.199637        0.200781        0.0001165817    0.000143972     1.042387e-06
  0.007000    1.91624     -2.000000       0.201741        0.202894        0.0001154012    0.0001127021    8.358825e-07
  0.008000    2.18999     -2.000000       0.203440        0.204600        0.0001147261    9.131962e-05    6.94781e-07
  0.009000    2.46374     -2.000000       0.204860        0.206026        0.0001142391    7.594129e-05    5.936992e-07
  0.010000    2.73748     -2.000000       0.206079        0.207250        0.0001138983    6.443556e-05    5.184256e-07
  0.011000    3.01123     -2.000000       0.207145        0.208321        0.0001136855    5.555054e-05    4.606463e-07
  0.012000    3.28498     -2.000000       0.208093        0.209272        0.0001133982    4.851021e-05    4.151544e-07
  0.013000    3.55873     -2.000000       0.208945        0.210128        0.0001132749    4.281145e-05    3.785427e-07
  0.014000    3.83248     -2.000000       0.209719        0.210906        0.0001130813    3.811533e-05    3.485442e-07
  0.015000    4.10623     -2.000000       0.210429        0.211619        0.0001129866    3.41863e-05     3.235469e-07
  0.016000    4.37997     -2.000000       0.211083        0.212275        0.0001128329    3.085584e-05    3.02435e-07
  0.017000    4.65372     -2.000000       0.211690        0.212885        0.0001127954    2.800108e-05    2.843738e-07
  0.018000    4.92747     -2.000000       0.212257        0.213454        0.0001126763    2.552993e-05    2.687236e-07
  0.019000    5.20122     -2.000000       0.212789        0.213988        0.000112509     2.337256e-05    2.550372e-07
  0.020000    5.47497     -2.000000       0.213288        0.214489        0.000112476     2.14747e-05     2.429504e-07
  0.020200    5.52972     -2.000000       0.213384        0.214586        0.0001124128    2.112236e-05    2.40693e-07
  0.020400    5.58447     -2.000000       0.213480        0.214682        0.0001124337    2.077832e-05    2.384929e-07
  0.020600    5.63922     -2.000000       0.213574        0.214777        0.0001124387    2.044249e-05    2.363392e-07
  0.020800    5.69397     -2.000000       0.213667        0.214870        0.0001125157    2.011441e-05    2.342257e-07
  0.021000    5.74872     -2.000000       0.213760        0.214963        0.0001123842    1.979398e-05    2.321696e-07
  0.021200    5.80347     -2.000000       0.213851        0.215054        0.0001123238    1.948072e-05    2.30148e-07
  0.021400    5.85822     -2.000000       0.213941        0.215145        0.0001122896    1.917466e-05    2.281681e-07
  0.021600    5.91297     -2.000000       0.214030        0.215234        0.0001123631    1.887534e-05    2.26232e-07
  0.021800    5.96772     -2.000000       0.214119        0.215324        0.0001123658    1.858279e-05    2.243294e-07
  0.022000    6.02246     -2.000000       0.214207        0.215412        0.0001121814    1.829658e-05    2.224703e-07
  0.022200    6.07721     -2.000000       0.214293        0.215498        0.0001123104    1.801664e-05    2.206447e-07
  0.022400    6.13196     -2.000000       0.214378        0.215584        0.0001123995    1.774272e-05    2.188552e-07
  0.022600    6.18671     -2.000000       0.214464        0.215670        0.0001122797    1.747467e-05    2.170997e-07
  0.022800    6.24146     -2.000000       0.214548        0.215754        0.0001122073    1.72123e-05     2.153815e-07
  0.023000    6.29621     -2.000000       0.214631        0.215838        0.0001122853    1.695551e-05    2.136863e-07
  0.023200    6.35096     -2.000000       0.214714        0.215921        0.0001122307    1.670408e-05    2.120271e-07
  0.023400    6.40571     -2.000000       0.214795        0.216003        0.0001122345    1.645771e-05    2.103934e-07
  0.023600    6.46046     -2.000000       0.214876        0.216084        0.0001122082    1.621653e-05    2.087913e-07
  0.023800    6.51521     -2.000000       0.214956        0.216164        0.0001121927    1.598011e-05    2.072152e-07
  0.024000    6.56996     -2.000000       0.215035        0.216244        0.0001121892    1.574859e-05    2.056628e-07
  0.025000    6.84371     -2.000000       0.215421        0.216631        0.0001120862    1.465765e-05    1.983006e-07
  0.026000    7.11746     -2.000000       0.215790        0.217001        0.0001120159    1.366777e-05    1.914836e-07
  0.027000    7.39121     -2.000000       0.216144        0.217356        0.0001119107    1.276633e-05    1.851485e-07
  0.028000    7.66496     -2.000000       0.216482        0.217697        0.0001118947    1.194272e-05    1.792258e-07
  0.029000    7.9387      -2.000000       0.216809        0.218024        0.0001118503    1.11881e-05     1.736626e-07
  0.030000    8.21245     -2.000000       0.217123        0.218340        0.0001117809    1.049474e-05    1.684107e-07
  0.031000    8.4862      -2.000000       0.217426        0.218644        0.0001117073    9.856004e-06    1.634376e-07
  0.032000    8.75995     -2.000000       0.217718        0.218937        0.0001117602    9.266331e-06    1.587119e-07
  0.033000    9.0337      -2.000000       0.218001        0.219221        0.0001116746    8.720784e-06    1.541998e-07
  0.034000    9.30745     -2.000000       0.218275        0.219496        0.0001116536    8.215057e-06    1.498863e-07
  0.035000    9.58119     -2.000000       0.218539        0.219762        0.0001116416    7.74533e-06     1.45746e-07
  0.036000    9.85494     -2.000000       0.218797        0.220020        0.0001115432    7.308422e-06    1.41767e-07
  0.037000    10.1287     -2.000000       0.219047        0.220271        0.000111512     6.901311e-06    1.379287e-07
  0.038000    10.4024     -2.000000       0.219289        0.220515        0.0001114906    6.52148e-06     1.342248e-07
  0.039000    10.6762     -2.000000       0.219525        0.220751        0.0001114274    6.166528e-06    1.306429e-07
  0.040000    10.9499     -2.000000       0.219754        0.220982        0.0001113597    5.834467e-06    1.271771e-07
  0.005000    1.36874     -1.500000       0.205429        0.206597        0.0001204921    0.0002120238    1.492755e-06
  0.006000    1.64249     -1.500000       0.208263        0.209443        0.0001182356    0.0001578699    1.136296e-06
  0.007000    1.91624     -1.500000       0.210427        0.211616        0.0001169721    0.0001233038    9.073472e-07
  0.008000    2.18999     -1.500000       0.212165        0.213362        0.0001160845    9.973582e-05    7.512759e-07
  0.009000    2.46374     -1.500000       0.213613        0.214816        0.0001155799    8.283302e-05    6.396538e-07
  0.010000    2.73748     -1.500000       0.214853        0.216060        0.0001150968    7.021835e-05    5.56752e-07
  0.011000    3.01123     -1.500000       0.215935        0.217147        0.0001148853    6.049944e-05    4.9324e-07
  0.012000    3.28498     -1.500000       0.216894        0.218110        0.000114571     5.281424e-05    4.433174e-07
  0.013000    3.55873     -1.500000       0.217756        0.218975        0.0001144315    4.66048e-05     4.032113e-07
  0.014000    3.83248     -1.500000       0.218537        0.219760        0.000114187     4.149612e-05    3.704127e-07
  0.015000    4.10623     -1.500000       0.219253        0.220478        0.0001140451    3.722783e-05    3.431549e-07
  0.016000    4.37997     -1.500000       0.219913        0.221141        0.0001139247    3.361458e-05    3.201647e-07
  0.017000    4.65372     -1.500000       0.220524        0.221754        0.0001137434    3.052051e-05    3.00539e-07
  0.018000    4.92747     -1.500000       0.221094        0.222326        0.0001136262    2.784469e-05    2.835891e-07
  0.019000    5.20122     -1.500000       0.221628        0.222863        0.0001135132    2.551034e-05    2.688009e-07
  0.020000    5.47497     -1.500000       0.222130        0.223367        0.0001135491    2.345805e-05    2.557748e-07
  0.020200    5.52972     -1.500000       0.222226        0.223464        0.0001135055    2.30772e-05     2.533481e-07
  0.020400    5.58447     -1.500000       0.222322        0.223560        0.0001134283    2.270539e-05    2.509796e-07
  0.020600    5.63922     -1.500000       0.222417        0.223655        0.0001134268    2.234237e-05    2.486646e-07
  0.020800    5.69397     -1.500000       0.222510        0.223749        0.0001133872    2.198786e-05    2.464028e-07
  0.021000    5.74872     -1.500000       0.222603        0.223842        0.000113379     2.164152e-05    2.441911e-07
  0.021200    5.80347     -1.500000       0.222695        0.223934        0.000113373     2.130308e-05    2.420236e-07
  0.021400    5.85822     -1.500000       0.222786        0.224025        0.0001134428    2.097235e-05    2.399086e-07
  0.021600    5.91297     -1.500000       0.222875        0.224115        0.0001133483    2.064901e-05    2.378355e-07
  0.021800    5.96772     -1.500000       0.222964        0.224204        0.0001133422    2.033286e-05    2.358007e-07
  0.022000    6.02246     -1.500000       0.223052        0.224292        0.0001133167    2.002371e-05    2.338137e-07
  0.022200    6.07721     -1.500000       0.223139        0.224380        0.0001133184    1.972136e-05    2.318678e-07
  0.022400    6.13196     -1.500000       0.223225        0.224466        0.0001132585    1.942543e-05    2.299532e-07
  0.022600    6.18671     -1.500000       0.223310        0.224551        0.0001132343    1.913588e-05    2.280821e-07
  0.022800    6.24146     -1.500000       0.223394        0.224636        0.0001133135    1.885253e-05    2.262435e-07
  0.023000    6.29621     -1.500000       0.223477        0.224719        0.000113265     1.857504e-05    2.244415e-07
  0.023200    6.35096     -1.500000       0.223560        0.224802        0.0001132375    1.830348e-05    2.226725e-07
  0.023400    6.40571     -1.500000       0.223641        0.224884        0.0001132278    1.803748e-05    2.209367e-07
  0.023600    6.46046     -1.500000       0.223722        0.224966        0.0001131779    1.777695e-05    2.192387e-07
  0.023800    6.51521     -1.500000       0.223803        0.225047        0.0001131681    1.75217e-05     2.175606e-07
  0.024000    6.56996     -1.500000       0.223882        0.225126        0.0001131051    1.727161e-05    2.159177e-07
  0.025000    6.84371     -1.500000       0.224269        0.225514        0.0001131233    1.609347e-05    2.08118e-07
  0.026000    7.11746     -1.500000       0.224638        0.225885        0.0001130364    1.502441e-05    2.009267e-07
  0.027000    7.39121     -1.500000       0.224993        0.226241        0.0001129081    1.405072e-05    1.942682e-07
  0.028000    7.66496     -1.500000       0.225332        0.226582        0.0001129111    1.316092e-05    1.880635e-07
  0.029000    7.9387      -1.500000       0.225658        0.226909        0.0001128967    1.234538e-05    1.822594e-07
  0.030000    8.21245     -1.500000       0.225973        0.227225        0.0001127864    1.159578e-05    1.76802e-07
  0.031000    8.4862      -1.500000       0.226276        0.227530        0.0001126842    1.090498e-05    1.716453e-07
  0.032000    8.75995     -1.500000       0.226569        0.227823        0.0001126855    1.026694e-05    1.6676e-07
  0.033000    9.0337      -1.500000       0.226851        0.228107        0.0001126339    9.676306e-06    1.62118e-07
  0.034000    9.30745     -1.500000       0.227124        0.228381        0.0001125513    9.128455e-06    1.576828e-07
  0.035000    9.58119     -1.500000       0.227390        0.228647        0.0001124769    8.619365e-06    1.534382e-07
  0.036000    9.85494     -1.500000       0.227647        0.228905        0.00011261      8.145404e-06    1.493652e-07
  0.037000    10.1287     -1.500000       0.227896        0.229156        0.0001123376    7.703467e-06    1.45454e-07
  0.038000    10.4024     -1.500000       0.228138        0.229399        0.0001124246    7.290792e-06    1.416823e-07
  0.039000    10.6762     -1.500000       0.228374        0.229635        0.0001122882    6.904864e-06    1.380424e-07
  0.040000    10.9499     -1.500000       0.228602        0.229865        0.0001122938    6.54349e-06     1.345186e-07
  0.005000    1.36874     -1.000000       0.213236        0.214437        0.0001223794    0.0002316466    1.625255e-06
  0.006000    1.64249     -1.000000       0.216159        0.217372        0.0001195437    0.0001720309    1.232394e-06
  0.007000    1.91624     -1.000000       0.218377        0.219598        0.0001181553    0.0001340712    9.803174e-07
  0.008000    2.18999     -1.000000       0.220152        0.221381        0.0001172677    0.000108258     8.087116e-07
  0.009000    2.46374     -1.000000       0.221626        0.222861        0.0001166393    8.979144e-05    6.862959e-07
  0.010000    2.73748     -1.000000       0.222884        0.224123        0.0001161757    7.604255e-05    5.955389e-07
  0.011000    3.01123     -1.000000       0.223980        0.225224        0.0001158315    6.547243e-05    5.261389e-07
  0.012000    3.28498     -1.000000       0.224950        0.226198        0.0001154645    5.713021e-05    4.716699e-07
  0.013000    3.55873     -1.000000       0.225820        0.227071        0.000115281     5.040171e-05    4.280335e-07
  0.014000    3.83248     -1.000000       0.226608        0.227863        0.0001150451    4.487453e-05    3.923727e-07
  0.015000    4.10623     -1.000000       0.227328        0.228586        0.0001149334    4.026302e-05    3.627837e-07
  0.016000    4.37997     -1.000000       0.227991        0.229251        0.0001146865    3.636389e-05    3.378806e-07
  0.017000    4.65372     -1.000000       0.228605        0.229868        0.0001147325    3.302862e-05    3.166601e-07
  0.018000    4.92747     -1.000000       0.229179        0.230443        0.0001144158    3.014703e-05    2.983752e-07
  0.019000    5.20122     -1.000000       0.229715        0.230981        0.0001144203    2.763494e-05    2.824553e-07
  0.020000    5.47497     -1.000000       0.230218        0.231486        0.0001143097    2.542798e-05    2.684537e-07
  0.020200    5.52972     -1.000000       0.230315        0.231584        0.0001142901    2.501853e-05    2.658575e-07
  0.020400    5.58447     -1.000000       0.230411        0.231680        0.0001142252    2.461886e-05    2.633266e-07
  0.020600    5.63922     -1.000000       0.230506        0.231776        0.0001142567    2.422873e-05    2.608382e-07
  0.020800    5.69397     -1.000000       0.230600        0.231870        0.0001142487    2.384772e-05    2.584176e-07
  0.021000    5.74872     -1.000000       0.230693        0.231963        0.0001142194    2.347549e-05    2.56048e-07
  0.021200    5.80347     -1.000000       0.230784        0.232055        0.0001143109    2.311184e-05    2.537395e-07
  0.021400    5.85822     -1.000000       0.230875        0.232146        0.0001141636    2.275652e-05    2.514668e-07
  0.021600    5.91297     -1.000000       0.230965        0.232236        0.0001141856    2.240915e-05    2.492572e-07
  0.021800    5.96772     -1.000000       0.231054        0.232325        0.000114129     2.206955e-05    2.470843e-07
  0.022000    6.02246     -1.000000       0.231142        0.232414        0.0001141264    2.173748e-05    2.449654e-07
  0.022200    6.07721     -1.000000       0.231230        0.232502        0.0001140749    2.141266e-05    2.428876e-07
  0.022400    6.13196     -1.000000       0.231315        0.232588        0.0001140762    2.109491e-05    2.408431e-07
  0.022600    6.18671     -1.000000       0.231400        0.232673        0.0001140732    2.078394e-05    2.388518e-07
  0.022800    6.24146     -1.000000       0.231485        0.232758        0.0001140882    2.047959e-05    2.368994e-07
  0.023000    6.29621     -1.000000       0.231568        0.232842        0.0001139868    2.018168e-05    2.349835e-07
  0.023200    6.35096     -1.000000       0.231651        0.232925        0.0001139991    1.989004e-05    2.330986e-07
  0.023400    6.40571     -1.000000       0.231733        0.233008        0.0001139768    1.960443e-05    2.312525e-07
  0.023600    6.46046     -1.000000       0.231815        0.233089        0.000113998     1.93247e-05     2.294454e-07
  0.023800    6.51521     -1.000000       0.231895        0.233169        0.0001139766    1.905061e-05    2.276738e-07
  0.024000    6.56996     -1.000000       0.231975        0.233250        0.0001139377    1.878218e-05    2.259325e-07
  0.025000    6.84371     -1.000000       0.232361        0.233638        0.0001138514    1.751731e-05    2.176668e-07
  0.026000    7.11746     -1.000000       0.232731        0.234009        0.0001137636    1.63697e-05     2.100845e-07
  0.027000    7.39121     -1.000000       0.233085        0.234364        0.0001137945    1.53244e-05     2.030813e-07
  0.028000    7.66496     -1.000000       0.233425        0.234706        0.0001137606    1.43692e-05     1.965771e-07
