# T[K] L_nTOpCCRTh L_pTOnCCRTh
# fingerprint_hash: ca1b462fe137e65f
# fingerprint: {"T_end_MeV":0.001,"T_start_cosmo_MeV":40.0,"format_version":1,"incomplete_decoupling":false,"nevo_file":null,"nevo_file_prefix":"NEVOPRIMAT","nevo_spectral_file":null,"sampling_nTOp_thermal":100}
4.577061069187206268e+10 3.237488944804441417e+03 2.334090687071779030e+03
5.023318873019279480e+10 5.448643962477223795e+03 4.045577419480129265e+03
5.513086261816621399e+10 9.138174998797254375e+03 6.971018121675817383e+03
6.050605366400485229e+10 1.529078585774605017e+04 1.195325718833533574e+04
6.640531920110183716e+10 2.553758156946983945e+04 2.037671699330585034e+04
7.287975584538148499e+10 4.255534257034764596e+04 3.466853760018469620e+04
7.998544206974174500e+10 7.078936487421163474e+04 5.867531759653307381e+04
8.778392392895777893e+10 1.174215483983906888e+05 9.902427510979890940e+04
9.634274814216737366e+10 1.947239290535754699e+05 1.665958652776055969e+05
1.057360471502373962e+11 3.221356176602747873e+05 2.796455259729312966e+05
1.160451812155009613e+11 5.324889842833068687e+05 4.676718528909416636e+05
