# Source: primat qed_pressure.py — QED plasma-pressure corrections delta_P(T)
# delta_P_a [O(e^2), one-loop] and delta_P_e3 [O(e^3), ring/plasmon];
# Reference: Pitrou et al., Phys. Rep. (2018), eq. 47; PRIMAT-Main.m: dPa, dPe3
# T [MeV]       dP_a [MeV^4]      dP_e3 [MeV^4]      d(dP_a)/dT [MeV^3]  d(dP_e3)/dT [MeV^3]  d2(dP_a)/dT2 [MeV^2]  d2(dP_e3)/dT2 [MeV^2]
2.623238E+01 -7.533598E+02 6.712170E+01 -1.149106E+02 1.023538E+01 -1.314334E+01 1.170474E+00
2.684465E+01 -8.262184E+02 7.361135E+01 -1.231479E+02 1.096895E+01 -1.376412E+01 1.225750E+00
2.747121E+01 -9.061222E+02 8.072844E+01 -1.319756E+02 1.175509E+01 -1.441422E+01 1.283637E+00
2.811239E+01 -9.937524E+02 8.853363E+01 -1.414361E+02 1.259757E+01 -1.509502E+01 1.344258E+00
2.876854E+01 -1.089856E+03 9.709344E+01 -1.515745E+02 1.350043E+01 -1.580797E+01 1.407742E+00
2.944000E+01 -1.195253E+03 1.064808E+02 -1.624397E+02 1.446800E+01 -1.655459E+01 1.474223E+00
3.012714E+01 -1.310841E+03 1.167758E+02 -1.740836E+02 1.550491E+01 -1.733647E+01 1.543845E+00
3.083031E+01 -1.437605E+03 1.280662E+02 -1.865620E+02 1.661614E+01 -1.815528E+01 1.616754E+00
3.154990E+01 -1.576627E+03 1.404481E+02 -1.999348E+02 1.780700E+01 -1.901276E+01 1.693106E+00
3.228628E+01 -1.729091E+03 1.540271E+02 -2.142661E+02 1.908321E+01 -1.991073E+01 1.773064E+00
3.303985E+01 -1.896298E+03 1.689190E+02 -2.296245E+02 2.045089E+01 -2.085110E+01 1.856798E+00
3.381101E+01 -2.079672E+03 1.852506E+02 -2.460837E+02 2.191658E+01 -2.183589E+01 1.944487E+00
3.460016E+01 -2.280777E+03 2.031612E+02 -2.637225E+02 2.348732E+01 -2.286718E+01 2.036316E+00
3.540774E+01 -2.501327E+03 2.228035E+02 -2.826256E+02 2.517063E+01 -2.394718E+01 2.132482E+00
3.623416E+01 -2.743202E+03 2.443448E+02 -3.028835E+02 2.697458E+01 -2.507818E+01 2.233190E+00
3.707988E+01 -3.008464E+03 2.679687E+02 -3.245932E+02 2.890781E+01 -2.626259E+01 2.338654E+00
3.794533E+01 -3.299374E+03 2.938767E+02 -3.478590E+02 3.097960E+01 -2.750294E+01 2.449098E+00
3.883098E+01 -3.618412E+03 3.222894E+02 -3.727922E+02 3.319986E+01 -2.880186E+01 2.564758E+00
3.973730E+01 -3.968298E+03 3.534492E+02 -3.995125E+02 3.557925E+01 -3.016213E+01 2.685880E+00
4.066478E+01 -4.352014E+03 3.876215E+02 -4.281477E+02 3.812916E+01 -3.158663E+01 2.812722E+00
4.161391E+01 -4.772830E+03 4.250977E+02 -4.588353E+02 4.086182E+01 -3.307841E+01 2.945554E+00
4.258518E+01 -5.234335E+03 4.661971E+02 -4.917223E+02 4.379033E+01 -3.464064E+01 3.084659E+00
4.357913E+01 -5.740462E+03 5.112701E+02 -5.269663E+02 4.692871E+01 -3.627664E+01 3.230333E+00
4.459628E+01 -6.295525E+03 5.607008E+02 -5.647363E+02 5.029202E+01 -3.798991E+01 3.382887E+00
4.563716E+01 -6.904255E+03 6.149105E+02 -6.052132E+02 5.389637E+01 -3.978408E+01 3.542646E+00
4.670234E+01 -7.571842E+03 6.743613E+02 -6.485912E+02 5.775903E+01 -4.166299E+01 3.709948E+00
4.779239E+01 -8.303975E+03 7.395599E+02 -6.950780E+02 6.189852E+01 -4.363062E+01 3.885152E+00
4.890787E+01 -9.106896E+03 8.110619E+02 -7.448966E+02 6.633468E+01 -4.569118E+01 4.068630E+00
5.004939E+01 -9.987449E+03 8.894769E+02 -7.982856E+02 7.108877E+01 -4.784905E+01 4.260773E+00
5.121755E+01 -1.095314E+04 9.754731E+02 -8.555010E+02 7.618358E+01 -5.010883E+01 4.461989E+00
5.241298E+01 -1.201220E+04 1.069783E+03 -9.168170E+02 8.164352E+01 -5.247532E+01 4.672708E+00
5.363631E+01 -1.317365E+04 1.173212E+03 -9.825275E+02 8.749476E+01 -5.495358E+01 4.893379E+00
5.488820E+01 -1.444740E+04 1.286640E+03 -1.052947E+03 9.376534E+01 -5.754886E+01 5.124470E+00
5.616930E+01 -1.584430E+04 1.411034E+03 -1.128414E+03 1.004853E+02 -6.026672E+01 5.366475E+00
5.748030E+01 -1.737626E+04 1.547455E+03 -1.209290E+03 1.076869E+02 -6.311292E+01 5.619909E+00
5.882190E+01 -1.905634E+04 1.697066E+03 -1.295962E+03 1.154046E+02 -6.609354E+01 5.885311E+00
6.019482E+01 -2.089886E+04 1.861140E+03 -1.388845E+03 1.236755E+02 -6.921492E+01 6.163247E+00
6.159978E+01 -2.291952E+04 2.041078E+03 -1.488386E+03 1.325390E+02 -7.248370E+01 6.454308E+00
6.303753E+01 -2.513554E+04 2.238412E+03 -1.595060E+03 1.420379E+02 -7.590686E+01 6.759115E+00
6.450884E+01 -2.756582E+04 2.454825E+03 -1.709380E+03 1.522174E+02 -7.949167E+01 7.078316E+00
6.601449E+01 -3.023107E+04 2.692161E+03 -1.831893E+03 1.631265E+02 -8.324578E+01 7.412592E+00
6.755528E+01 -3.315401E+04 2.952442E+03 -1.963186E+03 1.748175E+02 -8.717718E+01 7.762653E+00
6.913204E+01 -3.635954E+04 3.237888E+03 -2.103889E+03 1.873463E+02 -9.129424E+01 8.129247E+00
7.074559E+01 -3.987500E+04 3.550931E+03 -2.254675E+03 2.007730E+02 -9.560572E+01 8.513153E+00
7.239681E+01 -4.373035E+04 3.894239E+03 -2.416269E+03 2.151620E+02 -1.001208E+02 8.915189E+00
7.408657E+01 -4.795844E+04 4.270739E+03 -2.589444E+03 2.305822E+02 -1.048491E+02 9.336211E+00
7.581576E+01 -5.259532E+04 4.683639E+03 -2.775030E+03 2.471076E+02 -1.098008E+02 9.777117E+00
7.758532E+01 -5.768051E+04 5.136458E+03 -2.973916E+03 2.648173E+02 -1.149862E+02 1.023884E+01
7.939618E+01 -6.325735E+04 5.633056E+03 -3.187057E+03 2.837962E+02 -1.204166E+02 1.072238E+01
8.124930E+01 -6.937337E+04 6.177666E+03 -3.415473E+03 3.041352E+02 -1.261034E+02 1.122874E+01
8.314568E+01 -7.608071E+04 6.774929E+03 -3.660259E+03 3.259320E+02 -1.320587E+02 1.175902E+01
8.508632E+01 -8.343654E+04 7.429936E+03 -3.922589E+03 3.492908E+02 -1.382954E+02 1.231435E+01
8.707225E+01 -9.150354E+04 8.148270E+03 -4.203719E+03 3.743237E+02 -1.448264E+02 1.289589E+01
8.910453E+01 -1.003505E+05 8.936053E+03 -4.504998E+03 4.011507E+02 -1.516662E+02 1.350492E+01
9.118425E+01 -1.100528E+05 9.799999E+03 -4.827868E+03 4.299003E+02 -1.588279E+02 1.414262E+01
9.331251E+01 -1.206931E+05 1.074747E+04 -5.173880E+03 4.607104E+02 -1.663318E+02 1.481078E+01
9.549045E+01 -1.323622E+05 1.178655E+04 -5.544681E+03 4.937279E+02 -1.741756E+02 1.550921E+01
9.771921E+01 -1.451594E+05 1.292608E+04 -5.942092E+03 5.291147E+02 -1.824432E+02 1.624539E+01
1.000000E+02 -1.591939E+05 1.417579E+04 -6.367854E+03 5.670261E+02 -1.909039E+02 1.699874E+01
